property_type,society,sector,price,price_per_sqft,areaWithType,bedRoom,bathroom,balcony,floorNum,facing,agePossession,area,super_built_up_area,built_up_area,carpet_area,study room,servant room,store room,pooja room,others,furnishing_type,luxury_score
house,emaar mgf marbella,sector 66,,16058.0,nan,,,,,,Undefined,,,,,0,0,0,0,0,0,0
house,independent,sohna road,0.07,2525.0,Plot area 33(27.59 sq.m.),1 Bedroom,1.0,0,1.0,,Relatively New,277.0,,33.0,,0,0,0,0,0,0,0
flat,emaar imperial gardens3.8 ?,sector 102,2.05 Crore,9876.0,Carpet area: 2025 (188.13 sq.m.),3.0,4.0,,14.0,South,Relatively New,,,,,0,1,0,0,0,0,116
flat,unitech the residences3.7 ?,sector 33,1.55 Crore,9872.0,Super Built up area 1570(145.86 sq.m.),3.0,4.0,1.0,1.0,South,Relatively New,,,,,0,1,0,0,0,0,37
house,uppal southend4.0 ?,sector 49,3.75,25562.0,Plot area 163(136.29 sq.m.),6 Bedrooms,6.0,3,3.0,East,Moderately Old,1467.0,,1467.0,,0,0,0,0,1,0,49
house,ansal api esencia3.7 ?,sector 67,5.46,24170.0,Plot area 251(209.87 sq.m.),4 Bedrooms,5.0,3+,2.0,East,Relatively New,2259.0,,2259.0,,1,0,1,1,0,1,103
flat,imperia the esfera,sector 37c,99 Lac,5500.0,Super Built up area 1815(168.62 sq.m.),3.0,3.0,1.0,10.0,North-East,New Property,,,,,0,1,0,0,0,0,49
flat,signature the serenas,sohna road,42 Lac,7909.0,Carpet area: 531 (49.33 sq.m.),2.0,2.0,1.0,12.0,,New Property,,,,,0,0,0,0,0,0,54
flat,tarc maceo3.8 ?,sector 91,89 Lac,6339.0,Super Built up area 1404(130.44 sq.m.)Carpet area: 1200 sq.ft. (111.48 sq.m.),2.0,2.0,,9.0,East,Relatively New,,,,,0,0,0,0,1,1,13
flat,bptp terra3.8 ?,sector 37d,1.8 Crore,8215.0,Super Built up area 2191(203.55 sq.m.),4.0,3.0,3.0,12.0,North,Relatively New,,,,,1,0,0,0,0,1,144
flat,experion the heartsong3.9 ?,sector 108,1.2 Crore,6825.0,Super Built up area 1758(163.32 sq.m.)Built Up area: 1275.53 sq.ft. (118.5 sq.m.)Carpet area: 974.68 sq.ft. (90.55 sq.m.),3.0,3.0,,10.0,South,Relatively New,,,,,1,0,0,0,0,0,93
flat,la lagune,sector 54,6.75 Crore,21360.0,Super Built up area 3160(293.57 sq.m.)Built Up area: 2455 sq.ft. (228.08 sq.m.)Carpet area: 2240 sq.ft. (208.1 sq.m.),4.0,6.0,,11.0,East,Moderately Old,,,,,0,1,0,0,0,1,119
flat,dlf new town heights 13.9 ?,sector 90,1.88 Crore,6894.0,Super Built up area 2727(253.35 sq.m.)Built Up area: 2726 sq.ft. (253.25 sq.m.)Carpet area: 2725 sq.ft. (253.16 sq.m.),4.0,4.0,,20.0,South,Relatively New,,,,,0,1,0,1,0,0,145
flat,dlf the primus3.9 ?,sector 82a,2.25 Crore,10714.0,Carpet area: 2100 (195.1 sq.m.),3.0,3.0,,29.0,East,Relatively New,,,,,0,1,0,0,0,2,72
flat,sobha city,sector 108,1.9 Crore,13758.0,Super Built up area 1381(128.3 sq.m.),2.0,2.0,2.0,8.0,East,Relatively New,,,,,0,0,0,0,0,0,85
flat,unitech uniworld gardens 23.4 ?,sector 47,1.05 Crore,10531.0,Carpet area: 997 (92.62 sq.m.),2.0,2.0,2.0,3.0,North-East,Relatively New,,,,,0,0,0,0,0,1,34
flat,bptp terra3.8 ?,sector 37d,1.67 Crore,7622.0,Super Built up area 2191(203.55 sq.m.)Built Up area: 2091 sq.ft. (194.26 sq.m.)Carpet area: 1991 sq.ft. (184.97 sq.m.),4.0,4.0,3.0,11.0,West,Relatively New,,,,,0,0,0,0,0,1,149
house,jacob pura,sector 12,0.35,9722.0,Built Up area: 360 (33.45 sq.m.),2 Bedrooms,1.0,0,,,Old Property,360.0,,,,0,0,0,0,0,0,0
flat,dlf regal gardens3.9 ?,sector 90,1.25 Crore,8116.0,Super Built up area 1702(158.12 sq.m.)Built Up area: 1640 sq.ft. (152.36 sq.m.)Carpet area: 1540 sq.ft. (143.07 sq.m.),3.0,3.0,3.0,8.0,South-East,Relatively New,,,,,0,0,0,1,0,0,158
flat,gls arawali homes3.8 ?,sohna road,30 Lac,4687.0,Carpet area: 640 (59.46 sq.m.),2.0,2.0,2.0,4.0,,Relatively New,,,,,0,0,0,0,0,0,42
flat,pyramid urban,sector 67a,55 Lac,10516.0,Carpet area: 523 (48.59 sq.m.),2.0,2.0,2.0,3.0,South-West,Relatively New,,,,,0,0,0,0,0,0,73
flat,tulip ivory3.5 ?,sector 70,5 Crore,10416.0,Carpet area: 4800 (445.93 sq.m.),6.0,7.0,,0.0,,Relatively New,,,,,1,1,0,0,0,0,119
flat,sare crescent parc3.5 ?,sector 92,82 Lac,5384.0,Built Up area: 1523 (141.49 sq.m.),3.0,3.0,,12.0,West,Undefined,,,,,0,0,0,0,0,0,0
house,saksham welfare association,sector 22,,19645.0,nan,,,,,,Undefined,,,,,0,0,0,0,0,0,0
flat,suncity vatsal valley,gwal pahari,1.38 Crore,9650.0,Super Built up area 1430(132.85 sq.m.),3.0,3.0,2.0,1.0,East,Relatively New,,,,,0,0,0,0,0,1,151
flat,tulip violet4.2 ?,sector 69,1.55 Crore,9822.0,Super Built up area 1578(146.6 sq.m.),3.0,3.0,2.0,0.0,West,Relatively New,,,,,0,0,0,1,0,1,129
house,independent,sector 3 phase 3 extension,1.0,6667.0,Built Up area: 1500 (139.35 sq.m.),1 Bedroom,1.0,0,1.0,,Undefined,1500.0,,,,0,0,0,0,0,0,0
flat,imperia aashiyara,sector 37c,40 Lac,5882.0,Carpet area: 680 (63.17 sq.m.),2.0,2.0,3.0,3.0,,Under Construction,,,,,0,0,0,0,0,0,126
house,dlf city plots phase 2,sector 25,15.5,34307.0,Plot area 502(419.74 sq.m.),5 Bedrooms,6.0,3+,3.0,East,Moderately Old,4518.0,,4518.0,,1,1,1,1,0,0,144
flat,mapsko royale ville3.7 ?,sector 82,1.12 Crore,8000.0,Super Built up area 1790(166.3 sq.m.)Built Up area: 1500 sq.ft. (139.35 sq.m.)Carpet area: 1400 sq.ft. (130.06 sq.m.),3.0,4.0,2.0,6.0,North-West,Relatively New,,,,,0,1,0,1,0,1,174
flat,signature andour heights3.8 ?,sector 71,55 Lac,8607.0,Super Built up area 639(59.37 sq.m.)Built Up area: 600 sq.ft. (55.74 sq.m.)Carpet area: 541 sq.ft. (50.26 sq.m.),2.0,2.0,1.0,7.0,South-East,Relatively New,,,,,0,0,0,0,0,1,24
flat,orchid petals4.1 ?,sector 49,1.9 Crore,10526.0,Carpet area: 1805 (167.69 sq.m.),3.0,3.0,3.0,9.0,North-West,Moderately Old,,,,,0,1,0,0,0,1,95
flat,corona gracieux,sector 76,1.08 Crore,5510.0,Super Built up area 1960(182.09 sq.m.),3.0,3.0,3.0,1.0,,New Property,,,,,0,1,0,0,0,0,58
flat,shapoorji pallonji joyville gurugram4.0 ?,sector 102,1.2 Crore,14563.0,Super Built up area 1359(126.26 sq.m.)Carpet area: 824 sq.ft. (76.55 sq.m.),2.0,2.0,3.0,0.0,North-East,Relatively New,,,,,0,0,0,0,0,0,49
flat,saan verdante,sector 95,2 Crore,10178.0,Super Built up area 1965(182.55 sq.m.)Carpet area: 1935 sq.ft. (179.77 sq.m.),3.0,4.0,,5.0,North,New Property,,,,,0,1,0,0,0,0,49
flat,vatika gurgaon 213.7 ?,sector 83,1.4 Crore,7179.0,Carpet area: 1950 (181.16 sq.m.),4.0,4.0,3.0,10.0,North-East,Relatively New,,,,,0,1,0,0,0,0,35
flat,ireo skyon4.0 ?,sector 60,3.75 Crore,13392.0,Super Built up area 2800(260.13 sq.m.),4.0,5.0,3.0,15.0,South,Relatively New,,,,,0,1,0,0,0,0,167
flat,parsvnath green ville3.9 ?,sector 48,1.6 Crore,8376.0,Super Built up area 1910(177.44 sq.m.)Built Up area: 1700 sq.ft. (157.94 sq.m.)Carpet area: 1600 sq.ft. (148.64 sq.m.),3.0,3.0,3.0,13.0,North-West,Old Property,,,,,0,0,0,0,1,1,119
flat,godrej nature plus,sector 33,1.7 Crore,12592.0,Carpet area: 1350 (125.42 sq.m.),3.0,3.0,,6.0,,New Property,,,,,0,1,0,0,0,0,38
flat,ss the leaf3.8 ?,sector 85,1.87 Crore,7780.0,Super Built up area 2408(223.71 sq.m.)Built Up area: 2225 sq.ft. (206.71 sq.m.)Carpet area: 2175 sq.ft. (202.06 sq.m.),3.0,4.0,3.0,7.0,North-East,Relatively New,,,,,0,0,0,0,0,0,49
flat,godrej nature plus,sector 33,1.5 Crore,10200.0,Carpet area: 1385 (128.67 sq.m.),2.0,2.0,,2.0,South-East,Undefined,,,,,0,0,0,0,0,0,87
flat,puri emerald bay3.7 ?,sector 104,1.5 Crore,9678.0,Super Built up area 1550(144 sq.m.),2.0,2.0,2.0,7.0,,Under Construction,,,,,0,0,0,0,1,0,43
house,shree krishna homes,sector 104,0.48,50000.0,Plot area 80(7.43 sq.m.)Built Up area: 795 sq.ft. (73.86 sq.m.)Carpet area: 720 sq.ft. (66.89 sq.m.),2 Bedrooms,2.0,1,1.0,North-East,New Property,96.0,,80.0,,1,0,0,1,1,0,44
flat,conscient heritage max4.3 ?,sector 102,2.15 Crore,9306.0,Super Built up area 2149(199.65 sq.m.),3.0,4.0,3.0,13.0,South,Relatively New,,,,,1,1,0,0,0,0,101
flat,shapoorji pallonji joyville gurugram,sector 102,95 Lac,10383.0,Built Up area: 915 (85.01 sq.m.)Carpet area: 858 sq.ft. (79.71 sq.m.),2.0,2.0,2.0,14.0,North-West,Undefined,,,,,0,0,0,0,0,0,0
flat,emaar mgf the palm drive4.1 ?,sector 66,3.98 Crore,18090.0,Super Built up area 2200(204.39 sq.m.),3.0,4.0,,2.0,South-East,Moderately Old,,,,,0,1,0,0,0,1,123
flat,ramprastha the edge towers3.5 ?,sector 37d,1.1 Crore,5528.0,Built Up area: 1990 (184.88 sq.m.),3.0,3.0,3.0,9.0,,Undefined,,,,,0,0,0,0,0,0,0
house,ansal florence super,sector 57,3.75,23148.0,Plot area 180(150.5 sq.m.)Carpet area: 300 sq.yards (250.84 sq.m.),3 Bedrooms,4.0,3,2.0,,Moderately Old,1620.0,,1620.0,,1,1,1,0,0,1,38
flat,spaze privvy the address3.9 ?,sector 93,1.45 Crore,8033.0,Super Built up area 1805(167.69 sq.m.)Built Up area: 1350 sq.ft. (125.42 sq.m.)Carpet area: 1100 sq.ft. (102.19 sq.m.),3.0,4.0,2.0,12.0,North-East,Relatively New,,,,,0,0,0,0,0,1,96
flat,dlf the ultima4.0 ?,sector 81,2.35 Crore,11233.0,Super Built up area 2092(194.35 sq.m.)Carpet area: 1100 sq.ft. (102.19 sq.m.),3.0,4.0,,18.0,North,Relatively New,,,,,0,1,0,0,0,0,106
flat,orris carnation residency3.7 ?,sector 85,89.5 Lac,4531.0,Super Built up area 1975(183.48 sq.m.)Built Up area: 1575 sq.ft. (146.32 sq.m.)Carpet area: 1435 sq.ft. (133.32 sq.m.),4.0,4.0,3.0,8.0,East,Moderately Old,,,,,0,0,0,0,0,1,40
flat,mapsko mount ville4.1 ?,sector 79,1.1 Crore,12732.0,Super Built up area 1490(138.43 sq.m.)Carpet area: 863.91 sq.ft. (80.26 sq.m.),3.0,3.0,3.0,22.0,South-West,Relatively New,,,,,1,0,0,1,0,1,135
flat,smart world orchard,sector 61,1.7 Crore,15000.0,Carpet area: 1150 (106.84 sq.m.),2.0,2.0,2.0,4.0,,Under Construction,,,,,0,0,0,0,0,0,24
flat,sare green parc,sector 92,85 Lac,6538.0,Built Up area: 1300 (120.77 sq.m.),3.0,2.0,2.0,20.0,,Undefined,,,,,0,0,0,0,0,0,0
flat,vatika lifestyle homes3.8 ?,sector 83,1.3 Crore,4545.0,Super Built up area 2860(265.7 sq.m.),3.0,3.0,1.0,6.0,North-West,Relatively New,,,,,0,0,0,0,0,1,79
flat,sare green parc phase 3,sector 92,1.08 Crore,5150.0,Super Built up area 2090(194.17 sq.m.),4.0,4.0,2.0,16.0,,New Property,,,,,0,1,0,0,0,0,107
house,international city by sobha phase 2,sector 109,6.44,26502.0,Plot area 270(225.75 sq.m.),4 Bedrooms,5.0,3+,3.0,North-East,New Property,2430.0,,2430.0,,1,1,1,1,0,0,138
flat,dlf regal gardens3.9 ?,sector 90,1.25 Crore,7339.0,Super Built up area 1703(158.21 sq.m.),3.0,3.0,3.0,28.0,North,Moderately Old,,,,,0,1,0,0,0,0,38
house,international city by sobha phase 1,sector 109,5.75,16428.0,Plot area 272(25.27 sq.m.)Built Up area: 4800 sq.ft. (445.93 sq.m.)Carpet area: 3500 sq.ft. (325.16 sq.m.),4 Bedrooms,4.0,2,3.0,South-East,Relatively New,3500.0,,272.0,,0,1,0,0,0,0,146
house,naman residency,sector 4,0.5,11111.0,Plot area 450(41.81 sq.m.),2 Bedrooms,2.0,2,2.0,West,New Property,450.0,,450.0,,1,1,0,1,1,0,14
house,unitech aspen greens,sector 50,7.0,32407.0,Plot area 240(200.67 sq.m.),4 Bedrooms,4.0,2,2.0,East,Old Property,2160.0,,2160.0,,0,1,0,0,0,0,29
flat,ss the leaf3.8 ?,sector 85,2.1 Crore,7467.0,Super Built up area 2812(261.24 sq.m.),4.0,5.0,,9.0,East,Relatively New,,,,,0,0,0,0,0,1,67
flat,sare crescent parc royal greens phase 1,sector 92,65 Lac,4512.0,Super Built up area 1440.45(133.82 sq.m.),3.0,3.0,3.0,1.0,East,Moderately Old,,,,,0,0,0,0,0,0,91
flat,paras dews,sector 106,1.2 Crore,11605.0,Super Built up area 1665(154.68 sq.m.)Built Up area: 1145 sq.ft. (106.37 sq.m.)Carpet area: 1034 sq.ft. (96.06 sq.m.),3.0,3.0,3.0,12.0,North-West,Relatively New,,,,,1,0,0,0,0,0,158
house,independent,sector 4,2.35,16319.0,Plot area 160(133.78 sq.m.),4 Bedrooms,4.0,2,2.0,East,Old Property,1440.0,,1440.0,,0,0,0,1,0,0,43
flat,the close south3.9 ?,sector 50,3.25 Crore,12810.0,Carpet area: 2537 (235.7 sq.m.),3.0,4.0,,4.0,South-East,Old Property,,,,,0,1,0,0,0,1,135
flat,signature global city 81,sector 81,89 Lac,8279.0,Carpet area: 1075 (99.87 sq.m.),2.0,2.0,2.0,3.0,North,Undefined,,,,,0,0,0,0,1,0,20
flat,signature global park4.0 ?,sohna road,52 Lac,6326.0,Carpet area: 822 (76.37 sq.m.),2.0,2.0,2.0,3.0,North-West,Relatively New,,,,,0,0,0,1,0,0,161
flat,la vida by tata housing,sector 113,1.35 Crore,13989.0,Super Built up area 1276(118.54 sq.m.)Built Up area: 1090 sq.ft. (101.26 sq.m.)Carpet area: 965 sq.ft. (89.65 sq.m.),2.0,2.0,3.0,10.0,North-East,New Property,,,,,0,0,0,0,0,0,174
house,independent,sector 41,9.0,27778.0,Plot area 360(301.01 sq.m.),8 Bedrooms,5.0,3+,3.0,,Old Property,3240.0,,3240.0,,0,1,1,1,0,1,26
flat,ats tourmaline3.9 ?,sector 109,2.95 Crore,9365.0,Super Built up area 3150(292.64 sq.m.),4.0,5.0,,10.0,North-East,Relatively New,,,,,0,1,0,0,0,0,101
house,international city by sobha phase 1,sector 109,,11100.0,nan,,,,,,Undefined,,,,,0,0,0,0,0,0,0
flat,ireo skyon4.0 ?,sector 60,2.85 Crore,13936.0,Super Built up area 2045(189.99 sq.m.)Built Up area: 1640 sq.ft. (152.36 sq.m.)Carpet area: 1490 sq.ft. (138.43 sq.m.),3.0,4.0,,5.0,South,Relatively New,,,,,0,1,0,0,0,1,174
flat,ramprastha skyz,sector 37d,1.2 Crore,6000.0,Super Built up area 2000(185.81 sq.m.)Built Up area: 1900 sq.ft. (176.52 sq.m.)Carpet area: 1850 sq.ft. (171.87 sq.m.),3.0,2.0,1.0,9.0,East,Under Construction,,,,,0,1,0,0,1,0,53
flat,adani aangan galleria,sector 89,25 Lac,5000.0,Super Built up area 500(46.45 sq.m.)Built Up area: 430 sq.ft. (39.95 sq.m.)Carpet area: 410 sq.ft. (38.09 sq.m.),1.0,1.0,1.0,6.0,,New Property,,,,,0,0,0,0,0,0,74
flat,ss the leaf3.8 ?,sector 85,1.3 Crore,7779.0,Super Built up area 1671(155.24 sq.m.)Carpet area: 1169 sq.ft. (108.6 sq.m.),2.0,2.0,,16.0,East,Relatively New,,,,,0,0,1,0,0,0,148
flat,aipl the peaceful homes3.9 ?,sector 70a,2.3 Crore,10697.0,Super Built up area 2150(199.74 sq.m.),3.0,3.0,3.0,3.0,North-East,Relatively New,,,,,0,0,1,0,0,1,124
flat,dlf regal gardens3.9 ?,sector 90,1.25 Crore,10416.0,Super Built up area 1702(158.12 sq.m.)Carpet area: 1200 sq.ft. (111.48 sq.m.),3.0,3.0,3.0,18.0,North,Moderately Old,,,,,0,1,0,0,0,0,100
flat,dlf regency park 13.6 ?,sector 28,1.6 Crore,14545.0,Carpet area: 1100 (102.19 sq.m.),2.0,2.0,2.0,3.0,North,Relatively New,,,,,0,0,0,0,0,0,52
flat,bestech park view spa next4.0 ?,sector 67,2.32 Crore,11989.0,Super Built up area 1935(179.77 sq.m.)Carpet area: 1600 sq.ft. (148.64 sq.m.),3.0,4.0,,14.0,North-East,Moderately Old,,,,,0,1,0,0,0,1,59
house,vipul tatvam villa,sector 48,8.5,26235.0,Plot area 360(301.01 sq.m.),4 Bedrooms,4.0,1,,,Relatively New,3240.0,,3240.0,,0,0,0,0,0,0,21
flat,dlf new town heights 13.9 ?,sector 90,1.9 Crore,5683.0,Super Built up area 2727(253.35 sq.m.),4.0,4.0,,7.0,North-West,Relatively New,,,,,0,1,0,1,0,0,88
house,unitech escape3.8 ?,sector 50,10.8,60000.0,Plot area 290(242.48 sq.m.)Built Up area: 250 sq.yards (209.03 sq.m.)Carpet area: 200 sq.yards (167.23 sq.m.),4 Bedrooms,4.0,3,2.0,North,Relatively New,1800.0,,290.0,,1,1,1,1,0,1,103
flat,chd avenue 713.6 ?,sector 71,1.12 Crore,6215.0,Super Built up area 1802(167.41 sq.m.),3.0,4.0,3.0,0.0,South-East,Moderately Old,,,,,0,1,0,0,0,0,65
flat,dlf express greens3.9 ?,manesar,1.5 Crore,6358.0,Super Built up area 2359(219.16 sq.m.),4.0,5.0,,10.0,East,New Property,,,,,0,1,0,0,0,0,32
flat,dlf the crest3.6 ?,sector 54,11 Crore,35222.0,Super Built up area 3123(290.14 sq.m.),4.0,6.0,3.0,7.0,,Relatively New,,,,,0,1,0,0,0,2,125
flat,sidhartha ncr one phase 24.1 ?,sector 95,Price on Request,,Super Built up area 2354(218.69 sq.m.),4.0,4.0,,0.0,North,Under Construction,,,,,0,0,0,0,0,0,97
house,vipul tatvam villa,sector 48,,18750.0,nan,,,,,,Undefined,,,,,0,0,0,0,0,0,0
house,independent,sector 25,10.5,29022.0,Plot area 402(336.12 sq.m.),5 Bedrooms,5.0,3,3.0,East,Moderately Old,3618.0,,3618.0,,1,1,0,1,0,0,42
flat,emaar mgf palm hills4.0 ?,sector 77,1.25 Crore,8620.0,Carpet area: 1450 (134.71 sq.m.),3.0,4.0,3.0,1.0,West,Relatively New,,,,,0,1,0,0,0,1,104
house,independent,sector 3,0.9,10000.0,Plot area 900(83.61 sq.m.)Built Up area: 3500 sq.ft. (325.16 sq.m.),3 Bedrooms,4.0,3,3.0,,Moderately Old,900.0,,900.0,,0,0,0,0,1,1,42
flat,ild greens4.1 ?,sector 37c,1 Crore,4723.0,Super Built up area 1800(167.23 sq.m.),3.0,3.0,3.0,3.0,,Under Construction,,,,,0,0,0,0,0,0,0
house,independent,sector 17,0.32,5664.0,Built Up area: 565 (52.49 sq.m.),5 Bedrooms,1.0,0,1.0,,Undefined,565.0,,,,0,0,0,0,0,0,0
house,not applicable,sector 4,0.4,9259.0,Plot area 432(40.13 sq.m.),1 Bedroom,1.0,1,1.0,,Moderately Old,432.0,,432.0,,0,0,0,0,0,0,0
flat,dlf the grove,sector 43,6 Crore,25000.0,Carpet area: 2400 (222.97 sq.m.),4.0,4.0,2.0,1.0,South-West,Undefined,,,,,0,1,0,0,0,1,49
flat,aipl peaceful homes,sector 70a,2.75 Crore,12791.0,Built Up area: 2150 (199.74 sq.m.),3.0,3.0,,14.0,North-East,Undefined,,,,,0,0,0,0,0,0,0
flat,ansal housing highland park,sector 103,80 Lac,5878.0,Super Built up area 1361(126.44 sq.m.)Built Up area: 1089 sq.ft. (101.17 sq.m.)Carpet area: 705 sq.ft. (65.5 sq.m.),2.0,2.0,3.0,3.0,East,New Property,,,,,0,0,0,1,0,0,174
house,independent,sector 25,6.5,36111.0,Plot area 200(167.23 sq.m.),4 Bedrooms,4.0,3+,2.0,North-East,Moderately Old,1800.0,,1800.0,,1,1,1,1,0,0,61
flat,ireo victory valley4.1 ?,sector 67,3.49 Crore,13000.0,Carpet area: 2452 (227.8 sq.m.),3.0,3.0,3.0,19.0,South-East,Relatively New,,,,,0,1,0,0,0,0,103
flat,ireo skyon4.0 ?,sector 60,3.05 Crore,12788.0,Super Built up area 2385(221.57 sq.m.)Built Up area: 2300 sq.ft. (213.68 sq.m.)Carpet area: 2200 sq.ft. (204.39 sq.m.),3.0,3.0,3.0,9.0,South-East,Relatively New,,,,,0,1,0,0,0,1,165
flat,raheja vedaanta3.6 ?,sector 108,95 Lac,5214.0,Super Built up area 1822(169.27 sq.m.),3.0,3.0,3.0,3.0,,Relatively New,,,,,0,0,0,0,1,0,95
flat,parsvnath exotica3.7 ?,sector 53,5 Crore,17271.0,Super Built up area 2895(268.95 sq.m.)Built Up area: 2500 sq.ft. (232.26 sq.m.)Carpet area: 2200 sq.ft. (204.39 sq.m.),3.0,4.0,,8.0,North-East,Relatively New,,,,,0,1,0,1,1,1,49
house,independent,sector 57,8.0,266666.0,Plot area 300(27.87 sq.m.),5 Bedrooms,4.0,3,2.0,North,Relatively New,300.0,,300.0,,1,1,0,1,0,0,21
house,independent,sector 46,5.5,23061.0,Plot area 265(221.57 sq.m.),8 Bedrooms,8.0,3+,3.0,,Moderately Old,2385.0,,2385.0,,1,0,0,0,1,1,32
flat,tulip violet4.3 ?,sector 69,1.44 Crore,9125.0,Super Built up area 1578(146.6 sq.m.)Carpet area: 1200 sq.ft. (111.48 sq.m.),3.0,3.0,2.0,1.0,South,Relatively New,,,,,0,0,0,1,0,0,174
flat,tulip ivory3.5 ?,sector 70,2 Crore,8333.0,Super Built up area 2400(222.97 sq.m.)Carpet area: 1950 sq.ft. (181.16 sq.m.),4.0,5.0,,7.0,North-East,Moderately Old,,,,,0,1,0,0,0,1,174
house,international city by sobha phase 2,sector 109,8.48,23556.0,Plot area 400(334.45 sq.m.),4 Bedrooms,6.0,3+,3.0,North-East,New Property,3600.0,,3600.0,,1,1,1,1,0,0,153
flat,tata primanti4.1 ?,sector 72,3.25 Crore,10545.0,Super Built up area 3300(306.58 sq.m.),3.0,3.0,3.0,2.0,South,Moderately Old,,,,,0,1,0,0,0,0,94
flat,birla navya,sector 63a,3.15 Crore,14632.0,Carpet area: 200,3.0,3.0,3.0,4.0,East,Undefined,,,,,0,0,0,0,1,0,44
flat,mapsko casa bella3.8 ?,sector 82,1.38 Crore,5443.0,Super Built up area 2535(235.51 sq.m.),4.0,5.0,,20.0,South-West,Relatively New,,,,,0,1,0,0,0,0,79
flat,krishna appartment,sector 12,35 Lac,3500.0,Super Built up area 1000(92.9 sq.m.),3.0,3.0,1.0,2.0,,Old Property,,,,,0,0,0,0,0,0,0
house,independent,sector 15,1.07,11888.0,Plot area 900(83.61 sq.m.),2 Bedrooms,2.0,1,1.0,,Old Property,900.0,,900.0,,0,1,0,0,0,0,7
flat,umang monsoon breeze,sector 78,95 Lac,5491.0,Built Up area: 1730 (160.72 sq.m.),3.0,3.0,2.0,9.0,East,Relatively New,,,,,0,0,0,0,0,1,65
flat,godrej air,sector 85,1.05 Crore,10603.0,Built Up area: 97 Carpet area: 92 sq.m.,2.0,2.0,1.0,15.0,East,Undefined,,,,,0,0,0,0,0,0,45
flat,emaar mgf palm hills4.0 ?,sector 77,1.5 Crore,12744.0,Super Built up area 1450(134.71 sq.m.)Carpet area: 1177 sq.ft. (109.35 sq.m.),3.0,3.0,3.0,4.0,North-East,Relatively New,,,,,0,0,0,0,0,1,97
flat,the lions cghs,sector 56,2.1 Crore,8750.0,Super Built up area 2400(222.97 sq.m.)Built Up area: 2200 sq.ft. (204.39 sq.m.)Carpet area: 2000 sq.ft. (185.81 sq.m.),3.0,4.0,,8.0,West,Old Property,,,,,0,0,0,0,1,1,166
flat,ss the leaf3.8 ?,sector 85,1.06 Crore,6343.0,Super Built up area 1671(155.24 sq.m.),2.0,2.0,2.0,12.0,South,Relatively New,,,,,0,0,0,0,0,0,44
flat,supertech araville,sector 79,1.35 Crore,9000.0,Super Built up area 1530(142.14 sq.m.)Built Up area: 1350 sq.ft. (125.42 sq.m.)Carpet area: 1200 sq.ft. (111.48 sq.m.),2.0,2.0,3.0,6.0,East,New Property,,,,,1,0,0,0,1,1,88
house,uppal southend4.0 ?,sector 49,6.75,32328.0,Plot area 232(193.98 sq.m.),12 Bedrooms,12.0,3+,3.0,North,Moderately Old,2088.0,,2088.0,,1,1,0,1,1,1,49
flat,tulip violet4.2 ?,sector 69,1.2 Crore,10909.0,Built Up area: 1100 (102.19 sq.m.),2.0,3.0,,0.0,,Undefined,,,,,0,0,0,0,0,0,0
house,independent,sector 24,4.5,33333.0,Plot area 163(136.29 sq.m.)Built Up area: 160 sq.yards (133.78 sq.m.)Carpet area: 150 sq.yards (125.42 sq.m.),10 Bedrooms,8.0,3+,4.0,East,Relatively New,1350.0,,163.0,,0,1,1,0,0,1,56
flat,smart world gems,sector 89,1.2 Crore,12526.0,Carpet area: 958 (89 sq.m.),3.0,3.0,3.0,3.0,East,Undefined,,,,,0,0,1,1,0,0,131
flat,sobha city,sector 108,2.4 Crore,17378.0,Super Built up area 1381(128.3 sq.m.),2.0,2.0,2.0,14.0,,New Property,,,,,0,0,0,0,0,1,113
flat,signature global park4.0 ?,sohna road,65 Lac,7299.0,Built Up area: 822 (76.37 sq.m.)Carpet area: 520 sq.ft. (48.31 sq.m.),2.0,2.0,3.0,1.0,,New Property,,,,,0,0,0,0,0,0,0
house,unitech espace,sector 50,7.45,34491.0,Plot area 240(200.67 sq.m.)Built Up area: 4500 sq.yards (3762.57 sq.m.)Carpet area: 4000 sq.yards (3344.51 sq.m.),4 Bedrooms,4.0,3,3.0,,Old Property,2160.0,,2160.0,,0,1,0,0,0,1,59
flat,rof ananda,sector 95,25 Lac,6578.0,Super Built up area 380(35.3 sq.m.),1.0,1.0,1.0,4.0,,New Property,,,,,0,0,0,0,0,0,0
flat,sidhartha ncr one,sector 95,55 Lac,5556.0,Built Up area: 990 (91.97 sq.m.)Carpet area: 950 sq.ft. (88.26 sq.m.),2.0,2.0,3.0,15.0,North-East,Undefined,,,,,0,0,0,0,0,0,0
flat,bestech park view residency3.9 ?,sector 2,56.2 Lac,8632.0,Carpet area: 651 (60.48 sq.m.),1.0,2.0,2.0,7.0,North-East,Moderately Old,,,,,0,0,0,0,0,0,92
flat,pareena laxmi apartments3.6 ?,sector 99a,32 Lac,5786.0,Super Built up area 553(51.38 sq.m.)Carpet area: 453.5 sq.ft. (42.13 sq.m.),2.0,2.0,2.0,11.0,,New Property,,,,,0,0,0,0,0,0,66
flat,emaar gurgaon greens4.1 ?,sector 102,1.5 Crore,9090.0,Super Built up area 1650(153.29 sq.m.)Carpet area: 1022.58 sq.ft. (95 sq.m.),3.0,3.0,3.0,7.0,West,Relatively New,,,,,0,0,0,1,0,1,174
